RP,C,SP,FD,Avg_Team_G,Avg_Team_Career_Length,Avg_Team_Stay_Length,Player_Trade_Freq,target,Career_Length,Stay_Length,GS,Inn,playerid,G,Team,Season,Leave
0,0,0,1,108.04761904761905,6.238095238095238,3.2857142857142856,0.2,18,6,5,0,1265.1,1677,147,18,2010,0.0
0,0,0,1,118.95833333333333,6.125,3.375,0.16666666666666666,18,7,6,0,1150.2,1677,132,18,2011,0.0
0,0,0,1,100.38461538461539,6.615384615384615,3.4615384615384617,0.14285714285714285,22,8,7,0,1294.2,1677,154,18,2012,1.0
0,0,0,1,101.73913043478261,5.826086956521739,2.5217391304347827,0.25,22,9,1,0,1021.1,1677,244,22,2013,0.0
0,0,0,1,119.96153846153847,5.653846153846154,2.5384615384615383,0.2222222222222222,22,10,2,0,263.2,1677,30,22,2014,0.0
0,0,0,1,114.75,4.666666666666667,2.0416666666666665,0.2,30,11,3,0,436.1,1677,71,22,2015,1.0
0,0,0,1,102.5,1.8333333333333333,1.625,0.0,18,1,1,0,302.0,1679,43,18,2003,0.0
0,0,0,1,124.86363636363636,2.772727272727273,2.3636363636363638,0.0,18,2,2,0,514.2,1679,188,18,2004,0.0
0,0,0,1,91.47826086956522,3.4347826086956523,2.608695652173913,0.0,18,3,3,0,1195.1,1679,147,18,2005,0.0
0,0,0,1,117.23809523809524,3.5238095238095237,2.380952380952381,0.0,18,4,4,0,1367.1,1679,160,18,2006,0.0
0,0,0,1,118.57142857142857,3.8095238095238093,2.1904761904761907,0.0,18,5,5,0,1167.0,1679,132,18,2007,0.0
0,0,0,1,117.72727272727273,4.590909090909091,2.8636363636363638,0.0,18,6,6,0,1395.2,1679,159,18,2008,0.0
0,0,0,1,118.85714285714286,5.095238095238095,3.2857142857142856,0.0,18,7,7,0,1357.0,1679,156,18,2009,0.0
0,0,0,1,108.04761904761905,6.238095238095238,3.2857142857142856,0.0,18,8,8,0,1007.0,1679,115,18,2010,0.0
0,0,0,1,118.95833333333333,6.125,3.375,0.0,18,9,9,0,887.2,1679,103,18,2011,0.0
0,0,0,1,100.38461538461539,6.615384615384615,3.4615384615384617,0.0,18,10,10,0,720.1,1679,83,18,2012,0.0
0,0,0,1,108.43478260869566,6.086956521739131,3.782608695652174,0.0,18,11,11,0,1071.0,1679,131,18,2013,0.0
0,0,0,1,92.15384615384616,6.3076923076923075,3.8076923076923075,0.0,9,12,12,0,1321.2,1679,155,18,2014,1.0
0,0,0,1,112.69565217391305,6.260869565217392,2.391304347826087,0.08333333333333333,9,13,1,0,751.1,1679,107,9,2015,0.0
0,0,0,1,114.82608695652173,5.521739130434782,2.608695652173913,0.07692307692307693,9,14,2,0,1064.1,1679,138,9,2016,0.0
0,0,0,1,146.34782608695653,5.217391304347826,2.652173913043478,0.07142857142857142,30,15,3,0,661.2,1679,254,9,2017,1.0
0,1,0,0,105.14814814814815,1.4444444444444444,1.3333333333333333,0.0,11,1,1,0,401.2,1681,52,11,2003,0.0
0,1,0,0,112.86363636363636,2.1363636363636362,1.9545454545454546,0.0,30,2,2,0,298.2,1681,44,11,2004,1.0
0,0,0,1,99.9090909090909,1.7727272727272727,1.5909090909090908,0.0,30,1,1,0,74.0,1682,61,16,2003,1.0
0,1,0,0,111.52173913043478,1.7391304347826086,1.6521739130434783,0.0,8,1,1,0,452.2,1686,195,8,2003,0.0
0,1,0,0,131.76923076923077,2.1538461538461537,1.6923076923076923,0.0,30,2,2,0,455.2,1686,124,8,2004,1.0
0,0,1,0,93.54166666666667,1.7916666666666667,1.4583333333333333,0.0,30,1,1,21,108.0,1688,21,10,2003,1.0
0,0,1,0,109.8695652173913,1.608695652173913,1.5217391304347827,0.0,30,1,1,15,85.1,1689,15,25,2003,1.0
0,0,1,0,111.52173913043478,1.7391304347826086,1.6521739130434783,0.0,8,1,1,28,179.2,1692,28,8,2003,0.0
0,0,1,0,131.76923076923077,2.1538461538461537,1.6923076923076923,0.0,8,2,2,35,208.0,1692,35,8,2004,0.0
0,0,1,0,135.56521739130434,3.0,1.7391304347826086,0.0,8,3,3,33,229.0,1692,33,8,2005,0.0
0,0,1,0,102.43478260869566,3.4782608695652173,1.826086956521739,0.0,8,4,4,33,235.0,1692,33,8,2006,0.0
0,0,1,0,112.375,2.8333333333333335,1.9166666666666667,0.0,8,5,5,34,236.1,1692,34,8,2007,0.0
0,0,1,0,119.95454545454545,4.0,2.5454545454545454,0.0,30,6,6,34,226.2,1692,34,8,2008,1.0
1,0,0,0,102.54545454545455,2.8636363636363638,1.9090909090909092,0.0,5,1,1,0,67.1,1694,69,5,2005,0.0
1,0,0,0,116.21739130434783,3.9130434782608696,2.347826086956522,0.0,30,2,2,0,68.0,1694,77,5,2007,1.0
0,0,1,0,123.20833333333333,1.6666666666666667,1.5416666666666667,0.0,15,1,1,20,109.1,1695,20,15,2003,0.0
0,0,1,0,111.8076923076923,2.1538461538461537,1.7307692307692308,0.0,8,2,2,14,65.2,1695,14,15,2004,1.0
0,0,1,0,135.56521739130434,3.0,1.7391304347826086,0.5,8,3,1,19,117.0,1695,19,8,2005,0.0
0,0,1,0,102.43478260869566,3.4782608695652173,1.826086956521739,0.3333333333333333,5,4,2,30,165.2,1695,30,8,2006,1.0
0,0,1,0,116.21739130434783,3.9130434782608696,2.347826086956522,0.5,30,5,1,23,121.2,1695,23,5,2007,1.0
0,0,0,1,105.14814814814815,1.4444444444444444,1.3333333333333333,0.0,11,1,1,0,969.4000000000001,1696,381,11,2003,0.0
0,0,0,1,112.86363636363636,2.1363636363636362,1.9545454545454546,0.0,11,2,2,0,1109.1,1696,268,11,2004,0.0
0,0,0,1,102.9047619047619,2.9047619047619047,2.2857142857142856,0.0,30,3,3,0,319.2,1696,88,11,2005,1.0
0,0,0,1,83.82142857142857,3.2857142857142856,2.0,0.3333333333333333,17,4,1,0,668.2,1696,200,17,2008,0.0
0,0,0,1,106.26666666666667,3.4,2.1,0.25,5,5,2,0,476.5,1696,207,17,2009,1.0
0,0,0,1,88.77272727272727,4.409090909090909,2.409090909090909,0.4,30,6,1,0,70.2,1696,32,5,2010,1.0
0,1,0,0,94.95652173913044,2.3043478260869565,1.608695652173913,0.0,20,1,1,0,397.0,1698,49,20,2004,0.0
0,1,0,0,93.4090909090909,3.590909090909091,2.090909090909091,0.0,20,2,2,0,578.1,1698,78,20,2006,0.0
0,1,0,0,116.24,3.8,1.96,0.0,20,3,3,0,987.1,1698,120,20,2007,0.0
0,1,0,0,111.03846153846153,3.6923076923076925,2.076923076923077,0.0,26,4,4,0,753.0,1698,95,20,2008,1.0
0,1,0,0,99.08333333333333,4.208333333333333,2.7916666666666665,0.25,26,5,1,0,1090.1,1698,135,26,2009,0.0
0,1,0,0,108.03703703703704,4.037037037037037,2.7037037037037037,0.2,6,6,2,0,670.2,1698,89,26,2010,1.0
0,1,0,0,141.125,5.083333333333333,2.6666666666666665,0.3333333333333333,26,7,1,0,213.0,1698,37,6,2011,1.0
0,1,0,0,112.95238095238095,5.190476190476191,3.0476190476190474,0.42857142857142855,4,8,1,0,429.0,1698,63,26,2012,1.0
0,1,0,0,115.44,4.52,2.2,0.5,4,9,1,0,294.1,1698,47,4,2013,0.0
0,1,0,0,92.71428571428571,5.142857142857143,2.238095238095238,0.4444444444444444,30,10,2,0,377.2,1698,53,4,2014,1.0
0,0,1,0,108.17391304347827,2.260869565217391,1.565217391304348,0.0,5,1,1,17,88.1,1701,17,5,2004,0.0
0,0,1,0,102.54545454545455,2.8636363636363638,1.9090909090909092,0.0,5,2,2,35,219.0,1701,35,5,2005,0.0
0,0,1,0,118.8695652173913,3.5217391304347827,2.1739130434782608,0.0,5,3,3,34,221.1,1701,34,5,2006,0.0
0,0,1,0,116.21739130434783,3.9130434782608696,2.347826086956522,0.0,30,4,4,25,135.0,1701,25,5,2007,1.0
0,0,1,0,122.68181818181819,4.454545454545454,2.772727272727273,0.25,9,5,1,31,185.0,1701,31,14,2011,1.0
0,0,1,0,117.04545454545455,6.681818181818182,2.272727272727273,0.4,9,6,1,33,198.1,1701,33,9,2012,0.0
0,0,1,0,120.36,6.16,2.36,0.3333333333333333,29,7,2,20,101.0,1701,20,9,2013,1.0
0,0,1,0,103.25925925925925,6.555555555555555,2.3703703703703702,0.42857142857142855,30,8,1,12,65.2,1701,12,29,2014,1.0
0,0,0,1,116.6842105263158,1.6842105263157894,1.4736842105263157,0.0,3,1,1,0,858.3,1702,228,3,2003,0.0
0,0,0,1,90.73076923076923,2.3076923076923075,1.7692307692307692,0.0,3,2,2,0,1108.3,1702,423,3,2004,0.0
0,0,0,1,103.26923076923077,2.923076923076923,2.0384615384615383,0.0,3,3,3,0,837.2,1702,284,3,2005,0.0
0,0,0,1,124.95238095238095,3.8095238095238093,2.4761904761904763,0.0,3,4,4,0,983.2,1702,402,3,2006,0.0
0,0,0,1,105.04347826086956,3.6956521739130435,2.4782608695652173,0.0,7,5,5,0,574.2,1702,158,3,2007,1.0
0,0,0,1,125.19047619047619,4.9523809523809526,2.6666666666666665,0.2,7,6,1,0,687.4000000000001,1702,218,7,2008,0.0
0,0,0,1,110.53846153846153,4.423076923076923,2.423076923076923,0.16666666666666666,9,7,2,0,305.1,1702,65,7,2009,1.0
0,0,0,1,105.32,5.72,2.56,0.2857142857142857,7,8,1,0,405.2,1702,204,9,2010,1.0
0,0,0,1,114.15384615384616,4.961538461538462,2.8846153846153846,0.375,7,9,1,0,495.2,1702,333,7,2011,0.0
0,0,0,1,94.64285714285714,4.107142857142857,2.0,0.3333333333333333,4,10,2,0,368.1,1702,195,7,2012,1.0
0,0,0,1,115.44,4.52,2.2,0.4,13,11,1,0,172.2,1702,148,4,2013,1.0
0,0,0,1,111.5909090909091,4.045454545454546,1.9090909090909092,0.45454545454545453,30,12,1,0,175.0,1702,113,13,2014,1.0
0,0,1,0,118.25,1.85,1.55,0.0,13,1,1,27,160.2,1703,27,13,2003,0.0
0,0,1,0,120.54545454545455,2.5454545454545454,2.0454545454545454,0.0,13,2,2,32,197.0,1703,32,13,2004,0.0
0,0,1,0,126.94736842105263,3.1578947368421053,2.1578947368421053,0.0,13,3,3,34,236.1,1703,34,13,2005,0.0
0,0,1,0,112.08695652173913,2.0869565217391304,1.434782608695652,0.0,13,4,4,34,223.1,1703,34,13,2006,0.0
0,0,1,0,97.08,2.68,1.88,0.0,30,5,5,35,205.1,1703,35,13,2007,1.0
0,0,1,0,87.74074074074075,4.592592592592593,2.7037037037037037,0.2,30,6,1,13,75.2,1703,13,23,2011,1.0
0,0,0,1,118.91304347826087,3.0869565217391304,2.130434782608696,0.0,10,1,1,0,757.3000000000001,1704,262,10,2005,0.0
0,0,0,1,113.86363636363636,3.6363636363636362,2.0454545454545454,0.0,30,2,2,0,184.4,1704,168,10,2006,1.0
0,0,0,1,101.36,1.68,1.4,0.0,9,1,1,0,246.1,1708,48,21,2003,1.0
0,0,0,1,135.69230769230768,2.6923076923076925,1.4615384615384615,1.0,2,2,1,0,522.1,1708,294,9,2005,1.0
0,0,0,1,122.0,3.7,2.55,1.0,30,3,1,0,187.0,1708,57,2,2006,1.0
0,0,1,0,150.8181818181818,4.5,2.1818181818181817,0.0,6,1,1,32,191.2,1709,32,6,2008,0.0
0,0,1,0,122.0909090909091,4.409090909090909,2.590909090909091,0.0,30,2,2,21,114.0,1709,21,6,2009,1.0
0,0,1,0,101.36,1.68,1.4,0.0,30,1,1,25,156.1,1711,25,21,2003,1.0
0,1,0,0,101.92592592592592,1.6296296296296295,1.3703703703703705,0.0,17,1,1,0,336.0,1712,61,17,2003,0.0
0,1,0,0,87.44,2.52,1.8,0.0,17,2,2,0,340.0,1712,62,17,2004,0.0
0,1,0,0,131.0,3.24,2.2,0.0,24,3,3,0,124.0,1712,43,17,2005,1.0
0,1,0,0,77.03571428571429,2.9642857142857144,2.0,0.3333333333333333,30,4,1,0,174.2,1712,25,24,2006,1.0
1,0,0,0,114.38461538461539,2.3461538461538463,1.9230769230769231,0.0,30,1,1,0,65.2,1714,69,23,2004,1.0
0,0,0,1,121.07692307692308,1.6538461538461537,1.5,0.0,30,1,1,0,366.0,1715,56,14,2003,1.0
0,0,0,1,111.34615384615384,1.7692307692307692,1.5384615384615385,0.0,19,1,1,0,180.1,1717,27,19,2003,0.0
0,0,0,1,124.8695652173913,2.3043478260869565,1.7826086956521738,0.0,19,2,2,0,959.0,1717,120,19,2004,0.0
0,0,0,1,110.07142857142857,2.6785714285714284,2.0357142857142856,0.0,19,3,3,0,1402.2,1717,324,19,2005,0.0
0,0,0,1,124.70833333333333,2.9166666666666665,2.0833333333333335,0.0,19,4,4,0,1373.0,1717,159,19,2006,0.0
0,0,0,1,123.65217391304348,3.260869565217391,2.217391304347826,0.0,19,5,5,0,1237.0,1717,145,19,2007,0.0
0,0,0,1,102.45833333333333,3.7083333333333335,2.625,0.0,22,6,6,0,1344.2,1717,155,19,2008,1.0
0,0,0,1,83.27272727272727,4.7272727272727275,2.8636363636363638,0.16666666666666666,14,7,1,0,1279.1,1717,151,22,2009,1.0
0,0,0,1,103.5,4.666666666666667,2.2916666666666665,0.2857142857142857,14,8,1,0,820.2,1717,95,14,2010,0.0
0,0,0,1,122.68181818181819,4.454545454545454,2.772727272727273,0.25,14,9,2,0,1053.1,1717,123,14,2011,0.0
0,0,0,1,138.36,4.28,2.24,0.2222222222222222,12,10,3,0,457.1,1717,70,14,2012,1.0
0,0,0,1,99.37037037037037,5.185185185185185,1.9259259259259258,0.3,30,11,1,0,480.1,1717,136,12,2013,1.0
0,0,0,1,112.32142857142857,1.7142857142857142,1.5714285714285714,0.0,23,1,1,0,502.1,1718,158,23,2003,0.0
0,0,0,1,129.0909090909091,3.0,2.227272727272727,0.0,30,2,2,0,137.1,1718,54,23,2005,1.0
0,0,0,1,105.6086956521739,3.3043478260869565,2.217391304347826,0.0,29,1,1,0,244.2,1722,152,29,2005,0.0
0,0,0,1,107.625,3.7083333333333335,2.4583333333333335,0.0,30,2,2,0,208.1,1722,130,29,2006,1.0
0,0,0,1,108.0,1.7857142857142858,1.6785714285714286,0.0,27,1,1,0,74.1,1724,34,27,2003,0.0
0,0,0,1,104.125,2.5,2.0833333333333335,0.0,27,2,2,0,1106.2,1724,462,27,2004,0.0
0,0,0,1,115.51851851851852,2.888888888888889,2.3703703703703702,0.0,27,3,3,0,815.0,1724,441,27,2005,0.0
0,0,0,1,95.64,3.48,2.64,0.0,27,4,4,0,490.1,1724,208,27,2006,0.0
0,0,0,1,99.25925925925925,3.6296296296296298,2.814814814814815,0.0,30,5,5,0,233.1,1724,55,27,2007,1.0
0,0,0,1,91.0,4.387096774193548,2.2580645161290325,0.2,30,6,1,0,72.0,1724,25,16,2012,1.0
1,0,0,0,135.56521739130434,3.0,1.7391304347826086,0.0,8,1,1,0,66.1,1726,61,8,2005,0.0
1,0,0,0,112.375,2.8333333333333335,1.9166666666666667,0.0,1,2,2,0,64.1,1726,65,8,2007,1.0
1,0,0,0,101.91666666666667,4.541666666666667,2.0833333333333335,0.5,26,3,1,0,72.0,1726,74,1,2008,1.0
1,0,0,0,108.03703703703704,4.037037037037037,2.7037037037037037,0.6666666666666666,26,4,1,0,63.0,1726,60,26,2010,0.0
1,0,0,0,118.83333333333333,5.5,3.1666666666666665,0.5,26,5,2,0,72.1,1726,75,26,2011,0.0
1,0,0,0,112.95238095238095,5.190476190476191,3.0476190476190474,0.4,30,6,3,0,69.0,1726,71,26,2012,1.0
0,0,1,0,112.375,2.8333333333333335,1.9166666666666667,0.0,30,1,1,12,61.2,1727,12,8,2007,1.0
0,0,0,1,121.07692307692308,1.6538461538461537,1.5,0.0,14,1,1,0,596.1,1736,69,14,2003,0.0
0,0,0,1,112.14814814814815,2.185185185185185,1.6666666666666667,0.0,14,2,2,0,424.2,1736,106,14,2004,0.0
0,0,0,1,96.73913043478261,3.1739130434782608,1.6521739130434783,0.0,14,3,3,0,1398.1,1736,161,14,2005,0.0
0,0,0,1,107.53846153846153,3.8076923076923075,1.7692307692307692,0.0,14,4,4,0,1320.1,1736,153,14,2006,0.0
0,0,0,1,90.04,4.56,2.12,0.0,14,5,5,0,1431.1,1736,160,14,2007,0.0
0,0,0,1,88.83333333333333,4.75,2.2916666666666665,0.0,14,6,6,0,1420.1,1736,159,14,2008,0.0
0,0,0,1,102.27586206896552,5.241379310344827,2.2758620689655173,0.0,14,7,7,0,305.1,1736,36,14,2009,0.0
0,0,0,1,103.5,4.666666666666667,2.2916666666666665,0.0,14,8,8,0,1171.1,1736,133,14,2010,0.0
0,0,0,1,122.68181818181819,4.454545454545454,2.772727272727273,0.0,13,9,9,0,1087.0,1736,126,14,2011,1.0
0,0,0,1,110.51851851851852,4.851851851851852,2.111111111111111,0.1111111111111111,3,10,1,0,1410.2,1736,160,13,2012,1.0
0,0,0,1,108.12,5.36,2.04,0.2,3,11,1,0,793.0,1736,93,3,2013,0.0
0,0,0,1,112.70833333333333,5.375,2.4583333333333335,0.18181818181818182,3,12,2,0,1243.2,1736,143,3,2014,0.0
0,0,0,1,118.45454545454545,5.954545454545454,2.090909090909091,0.16666666666666666,14,13,3,0,995.3,1736,116,3,2015,1.0
0,0,0,1,100.89655172413794,5.275862068965517,2.4482758620689653,0.23076923076923078,14,14,1,0,527.0,1736,120,14,2016,0.0
0,0,0,1,127.60714285714286,4.678571428571429,2.4642857142857144,0.21428571428571427,30,15,2,0,1116.2,1736,435,14,2017,1.0
0,0,0,1,104.125,2.5,2.0833333333333335,0.0,27,1,1,0,538.1,1737,74,27,2004,0.0
0,0,0,1,115.51851851851852,2.888888888888889,2.3703703703703702,0.0,27,2,2,0,1166.1,1737,141,27,2005,0.0
0,0,0,1,95.64,3.48,2.64,0.0,27,3,3,0,1346.1,1737,157,27,2006,0.0
0,0,0,1,99.25925925925925,3.6296296296296298,2.814814814814815,0.0,27,4,4,0,1259.1,1737,157,27,2007,0.0
0,0,0,1,104.42307692307692,3.5384615384615383,2.5384615384615383,0.0,27,5,5,0,1363.2,1737,163,27,2008,0.0
0,0,0,1,129.56,4.32,3.24,0.0,27,6,6,0,1071.2,1737,135,27,2009,0.0
0,0,0,1,112.52173913043478,4.695652173913044,3.6956521739130435,0.0,27,7,7,0,688.1,1737,81,27,2010,0.0
0,0,0,1,109.14814814814815,3.4814814814814814,3.1481481481481484,0.0,27,8,8,0,479.1,1737,69,27,2011,0.0
0,0,0,1,103.03571428571429,3.7142857142857144,2.7142857142857144,0.0,27,9,9,0,879.2,1737,134,27,2012,0.0
0,0,0,1,99.83870967741936,3.4838709677419355,2.2580645161290325,0.0,24,10,10,0,1189.1,1737,152,27,2013,1.0
0,0,0,1,109.85185185185185,4.148148148148148,2.5925925925925926,0.1,24,11,1,0,1105.2,1737,135,24,2014,0.0
0,0,0,1,102.4090909090909,4.318181818181818,2.272727272727273,0.09090909090909091,30,12,2,0,361.0,1737,49,24,2015,1.0
0,0,0,1,105.14814814814815,1.4444444444444444,1.3333333333333333,0.0,11,1,1,0,624.0,1738,77,11,2003,0.0
0,0,0,1,102.9047619047619,2.9047619047619047,2.2857142857142856,0.0,11,2,2,0,1232.1,1738,141,11,2005,0.0
0,0,0,1,89.75,3.2083333333333335,2.0833333333333335,0.0,11,3,3,0,1275.1,1738,149,11,2006,0.0
0,0,0,1,88.48,3.36,2.4,0.0,11,4,4,0,1348.0,1738,152,11,2007,0.0
0,0,0,1,134.8181818181818,3.909090909090909,3.0454545454545454,0.0,11,5,5,0,1271.1,1738,154,11,2008,0.0
0,0,0,1,129.3181818181818,3.5454545454545454,2.909090909090909,0.0,11,6,6,0,1236.0,1738,302,11,2009,0.0
0,0,0,1,90.03448275862068,3.4482758620689653,2.1379310344827585,0.0,26,7,7,0,1232.1999999999998,1738,205,11,2010,1.0
0,0,0,1,118.83333333333333,5.5,3.1666666666666665,0.14285714285714285,26,8,1,0,1245.0,1738,146,26,2011,0.0
0,0,0,1,112.95238095238095,5.190476190476191,3.0476190476190474,0.125,26,9,2,0,1277.2,1738,150,26,2012,0.0
0,0,0,1,118.57142857142857,6.571428571428571,3.238095238095238,0.1111111111111111,6,10,3,0,935.2,1738,107,26,2013,1.0
0,0,0,1,116.68181818181819,4.590909090909091,3.1363636363636362,0.2,6,11,1,0,1325.1,1738,157,6,2014,0.0
0,0,0,1,112.92307692307692,5.0,2.769230769230769,0.18181818181818182,6,12,2,0,1287.2,1738,155,6,2015,0.0
0,0,0,1,162.52173913043478,4.826086956521739,3.1739130434782608,0.16666666666666666,30,13,3,0,570.1,1738,82,6,2016,1.0
0,0,0,1,111.52173913043478,1.7391304347826086,1.6521739130434783,0.0,8,1,1,0,582.2,1741,156,8,2003,0.0
0,0,0,1,131.76923076923077,2.1538461538461537,1.6923076923076923,0.0,30,2,2,0,320.2,1741,42,8,2004,1.0
0,0,0,1,123.65217391304348,3.260869565217391,2.217391304347826,0.5,30,3,1,0,80.2,1741,47,19,2007,1.0
0,0,0,1,122.30434782608695,1.7826086956521738,1.608695652173913,0.0,30,1,1,0,586.0,1743,77,6,2003,1.0
0,0,0,1,118.25,1.85,1.55,0.0,13,1,1,0,756.0,1744,174,13,2003,0.0
0,0,0,1,120.54545454545455,2.5454545454545454,2.0454545454545454,0.0,13,2,2,0,1360.0,1744,320,13,2004,0.0
0,0,0,1,126.94736842105263,3.1578947368421053,2.1578947368421053,0.0,13,3,3,0,1343.2,1744,316,13,2005,0.0
0,0,0,1,112.08695652173913,2.0869565217391304,1.434782608695652,0.0,13,4,4,0,1334.0,1744,158,13,2006,0.0
0,0,0,1,97.08,2.68,1.88,0.0,26,5,5,0,1310.2,1744,157,13,2007,1.0
0,0,0,1,121.5909090909091,4.590909090909091,3.0,0.2,26,6,1,0,1320.0,1744,320,26,2008,0.0
0,0,0,1,99.08333333333333,4.208333333333333,2.7916666666666665,0.16666666666666666,26,7,2,0,1315.0,1744,160,26,2009,0.0
0,0,0,1,108.03703703703704,4.037037037037037,2.7037037037037037,0.14285714285714285,26,8,3,0,1285.1,1744,150,26,2010,0.0
0,0,0,1,118.83333333333333,5.5,3.1666666666666665,0.125,26,9,4,0,1322.0,1744,161,26,2011,0.0
0,0,0,1,112.95238095238095,5.190476190476191,3.0476190476190474,0.1111111111111111,26,10,5,0,1322.0,1744,161,26,2012,0.0
0,0,0,1,118.57142857142857,6.571428571428571,3.238095238095238,0.1,26,11,6,0,1234.2,1744,148,26,2013,0.0
0,0,0,1,124.35,5.85,3.15,0.09090909090909091,26,12,7,0,1152.1999999999998,1744,318,26,2014,0.0
0,0,0,1,110.875,4.708333333333333,2.375,0.08333333333333333,26,13,8,0,932.1,1744,119,26,2015,0.0
0,0,0,1,96.91666666666667,6.0,2.4166666666666665,0.07692307692307693,26,14,9,0,1262.0,1744,158,26,2016,0.0
0,0,0,1,130.42307692307693,4.961538461538462,2.8461538461538463,0.07142857142857142,30,15,10,0,938.1,1744,130,26,2017,1.0
0,0,0,1,123.20833333333333,1.6666666666666667,1.5416666666666667,0.0,30,1,1,0,159.1,1748,76,15,2003,1.0
0,0,0,1,111.34615384615384,1.7692307692307692,1.5384615384615385,0.0,30,1,1,0,205.2,1749,78,19,2003,1.0
0,0,1,0,121.07692307692308,1.6538461538461537,1.5,0.0,14,1,1,13,63.2,1751,13,14,2003,0.0
1,0,0,0,96.73913043478261,3.1739130434782608,1.6521739130434783,0.0,14,2,2,0,66.0,1751,46,14,2005,0.0
1,0,0,0,107.53846153846153,3.8076923076923075,1.7692307692307692,0.0,14,3,3,0,87.0,1751,74,14,2006,0.0
1,0,0,0,90.04,4.56,2.12,0.0,14,4,4,0,86.0,1751,81,14,2007,0.0
1,0,0,0,88.83333333333333,4.75,2.2916666666666665,0.0,7,5,5,0,76.0,1751,78,14,2008,1.0
1,0,0,0,110.53846153846153,4.423076923076923,2.423076923076923,0.2,8,6,1,0,72.1,1751,70,7,2009,1.0
1,0,0,0,106.28571428571429,3.857142857142857,2.4761904761904763,0.3333333333333333,30,7,1,0,72.0,1751,70,8,2010,1.0
0,0,0,1,132.7391304347826,2.5652173913043477,2.130434782608696,0.0,1,1,1,0,127.0,1753,45,1,2004,0.0
0,0,0,1,127.83333333333333,2.7083333333333335,2.4166666666666665,0.0,1,2,2,0,174.2,1753,182,1,2005,0.0
0,0,0,1,109.86363636363636,3.3181818181818183,3.0,0.0,1,3,3,0,144.2,1753,73,1,2006,0.0
0,0,0,1,135.08333333333334,4.208333333333333,3.0416666666666665,0.0,18,4,4,0,348.2,1753,80,1,2007,1.0
0,0,0,1,117.72727272727273,4.590909090909091,2.8636363636363638,0.25,18,5,1,0,411.2,1753,240,18,2008,0.0
0,0,0,1,118.85714285714286,5.095238095238095,3.2857142857142856,0.2,30,6,2,0,140.1,1753,144,18,2009,1.0
1,0,0,0,120.54545454545455,2.5454545454545454,2.0454545454545454,0.0,30,1,1,0,68.0,1755,48,13,2004,1.0
0,0,1,0,122.30434782608695,1.7826086956521738,1.608695652173913,0.0,2,1,1,14,72.2,1757,14,6,2003,1.0
0,0,1,0,114.66666666666667,2.9047619047619047,2.142857142857143,1.0,2,2,1,34,217.0,1757,34,2,2005,0.0
0,0,1,0,122.0,3.7,2.55,0.5,2,3,2,34,223.0,1757,34,2,2006,0.0
0,0,1,0,101.86363636363636,3.1363636363636362,2.272727272727273,0.3333333333333333,8,4,3,34,222.2,1757,34,2,2007,1.0
0,0,1,0,119.95454545454545,4.0,2.5454545454545454,0.5,8,5,1,33,216.0,1757,33,8,2008,0.0
0,0,1,0,104.25,3.4583333333333335,2.5,0.4,8,6,2,33,229.1,1757,33,8,2009,0.0
0,0,1,0,106.28571428571429,3.857142857142857,2.4761904761904763,0.3333333333333333,0,7,3,21,235.0,1757,35,8,2010,1.0
0,0,1,0,140.0,5.1,2.95,0.42857142857142855,0,8,1,34,237.1,1757,34,0,2011,0.0
0,0,1,0,132.52631578947367,6.2631578947368425,3.5789473684210527,0.375,15,9,2,30,176.2,1757,30,0,2012,1.0
0,0,1,0,114.375,5.166666666666667,2.875,0.4444444444444444,9,10,1,30,168.2,1757,30,15,2013,1.0
0,0,1,0,135.34782608695653,6.826086956521739,2.869565217391304,0.5,13,11,1,32,186.0,1757,32,9,2014,1.0
0,0,1,0,103.92,4.76,2.04,0.5454545454545454,30,12,1,21,129.0,1757,21,13,2015,1.0
0,0,0,1,112.08695652173913,2.0869565217391304,1.434782608695652,0.0,13,1,1,0,566.2,1760,273,13,2006,0.0
0,0,0,1,97.08,2.68,1.88,0.0,13,2,2,0,345.2,1760,132,13,2007,0.0
0,0,0,1,118.17391304347827,3.3043478260869565,2.0,0.0,13,3,3,0,1019.2,1760,290,13,2008,0.0
0,0,0,1,105.95833333333333,2.9583333333333335,2.0416666666666665,0.0,13,4,4,0,1308.1,1760,302,13,2009,0.0
0,0,0,1,82.66666666666667,3.259259259259259,2.259259259259259,0.0,10,5,5,0,1185.2999999999997,1760,306,13,2010,1.0
0,0,0,1,107.5,5.230769230769231,2.3461538461538463,0.2,22,6,1,0,956.2,1760,363,10,2011,1.0
0,0,0,1,92.22222222222223,5.444444444444445,2.3333333333333335,0.3333333333333333,8,7,1,0,932.3000000000001,1760,260,22,2012,1.0
0,0,0,1,100.70370370370371,4.814814814814815,2.074074074074074,0.42857142857142855,8,8,1,0,712.0,1760,188,8,2013,0.0
0,0,0,1,97.72,4.08,2.16,0.375,30,9,2,0,403.3,1760,166,8,2014,1.0
0,0,0,1,131.76923076923077,2.1538461538461537,1.6923076923076923,0.0,8,1,1,0,488.2,1765,62,8,2004,0.0
0,0,0,1,135.56521739130434,3.0,1.7391304347826086,0.0,28,2,2,0,419.2,1765,88,8,2005,1.0
0,0,0,1,101.77272727272727,4.2727272727272725,2.727272727272727,0.5,30,3,1,0,237.2,1765,61,28,2007,1.0
